ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1262,,Tirapugni d'Acciaio,沖擊重拳,,비트 너클,Knöchelschlag
1263,,Colpo Strappante,淚珠射擊,,티어 슛,Reißschuss
1264,,Pugno di Fuoco,火龍烈焰拳,,버닝 샐러맨더,Pyroschlag
1265,,Pugno di Prigione,監禁之拳,,프리즌 피스트,Gefängnisfaust
1266,,Due Vincitori,雙重勝利者,,츠바이 지거,Zwei Sieger
1267,,Ago Rotante,旋針,,스피닝 니들,Drehende Nadel
1268,,Maledizione Cremisi,緋紅詛咒,,커스 크림슨,Purpur-Fluch
1269,,Lama Adesiva,貫穿刀刃,,스티커 블레이드,Klebrige Klinge
1270,,Morso Fossile,多變奪命鏢,,배리어블 다츠,Fossilienbiss
1271,,Zanna Assalto,強襲獠牙,,스트라이크 팽,Zahnangriff
1272,,Fif Cross,五連十字,,피프크로스,Kreuzkratzer
1273,,Assalto Vulcanico,火山強擊,,볼케이노 스트라이크,Vulkanangriff
1274,,Crunch d'imboscata,金屬沖擊,,앰부쉬 크런치,Hinterhalt-Presse
1275,,Melma,爛泥,,오물,Matsch
1276,,Bomba Notte Lunare,月夜水彈,,문나이트 붐,Mondnacht-Bombe
1277,,Matrice di punti,點之矩陣,,도트 매트릭스,Pixel-Matrix
1278,,Corona Blaster,炎龍掃射,,코로나 블래스터,Blasterkranz
1279,,Stella della velocità,流星快刀斬,,스피드 스타,Geschwindigkeitsstern
1280,,Bomba Miracolosa,幻影炸彈,,미라클 봄,Wunderbombe
1281,,Lama Incrociata,十字利刃,,크로스 블레이드,Kreuzklinge
1282,,Danza Lunatica,月亮瞬舞,,루나틱 댄스,Verrückter Tanz
1283,,Osso d'Unghia,闇墮骨爪,,네일 본,Nagelknochen
1284,,Sciabola Trident,三叉劍戟,,트라이던트 세이버,Dreizack-Degen
1285,,Tridente Proibito,禁忌三叉戟,,포비든 트라이던트,Verbotener Dreizack
1286,,Mascherata Infernale,地獄舞蹈,,헬 매스커레이드,Höllenmaskerade
1287,,Attacco Tri-Corno,三角突擊,,트라이호른 어택,Drei-Hörner-Angriff
1288,,Ondata di Calore,高熱波,,히트 웨이브,Hitzewelle
1289,,Voce del Big Bang,聲波大CRT,,빅뱅 보이스,Urknall-Stimme
1290,,Pestone dirompente,蝶絕喇叭蹴,,접절나팔축,Erschütterndes Stampfen
1291,,Matrice di punti,點之矩陣,,도트 매트릭스,Pixel-Matrix
1292,,Lancia dell'Esilio,流亡長矛,,이그자일 스피어,Exilspeer
1293,,Ondulazione Aurora,極光波動,,오로라 언듈레이션,Aurora-Schwankung 
1294,,Attacco Firedrake,炎龍擊,,염룡격,Feuerdrachenschlag
1295,,Rivoluzione di Cristallo,水晶革命,,크리스탈 레볼루션,Kristallrevolution
1296,,Voce Supersonica,超音波之聲,,슈퍼 소닉 보이스,Überschallstimme
1297,,Fiamma Divina,神之烈焰,,갓 플레임,Gottesflamme
1298,,Bagliore d'Ape,蟲之爆閃,,샤인 오브 비,Bienenglanz
1299,,Spada Invincibile,無敵聖劍,,인빈시블 소드,Unbesiegbares Schwert
1300,,Quo Vadis,Quo Vadis,,쿠오 바디스,Quo vadis
1301,,Metallo Valoroso,勇者金徽,,브레이브 메탈,Mutmetall
1302,,Penetrazione Vortice,渦流貫刺,,볼텍스 페니트레이트,Wirbel-Durchbruch
1303,,Conduttore Vulcanico,火山驅動技,,볼케닉 드라이버,Vulkantreiber
1304,,Distruttore Mitragliatrice,破壞機關槍,,머신건 디스트로이,Maschinengewehrzerstörer
1305,,Megiddo Flame,滅世烈焰,,메기도 플레임,Megiddo-Flamme
1306,,Mille Pungi,千打重擊,,사운전드 피스트,Tausend Fäuste
1307,,Pioggia Nera,黑雨,,블랙 레인,Schwarzer Regen
1308,,Fiammata Suprema,終極爆炎炮,,얼티밋 플레어,Ultimative Fackel
1309,,Matrice Divina,神之矩陣,,갓 매트릭스,Gottesmatrix
1310,,Lance Distopiche,幻滅長矛,,디스토피아 랜스즈,Dystopische Lanzen
1311,,Aurora Blaster,極光衝彈,,오로라 블래스터,Aurora-Blaster
1312,,Lama Celestiale,天羽羽斬,,천우우참,Himmelsklinge
1313,,Tuono Celeste,八雷神,,팔뢰신,Himmlischer Donner
1314,,Alito Infantile,幼龍吐息,,베이비 브레스,Babyatem
1315,,Distruttore di funghi,劇毒超蘑菇,,포이즌 스매쉬,Pilzzerstörer
1316,,Bomba Gelata,冰球炸彈,,아이스볼 붐,Eisballbombe
1317,,D-Granata,毀滅榴彈炮,,D그레네이드,Granate
1318,,Alito Fiammata Blu,青焰吐息,,블루 플레어 브레스,Blauer Flammen-Atem
1319,,Soffio Verde Fiammeggiante,綠焰吐息,,그린 플레어 브레스,Grüner Flammen-Atem
1320,,Peso Massimo,巨重拳,,그레이트 웨이트,Schwergewicht
1321,,Colpo Sacro,神聖射擊,,홀리샷,Heiliger Schuss
1322,,Soffio Sonico Ardente,超音熾熱息,,블레이즈 소닉 브레스,Brand-Schall-Atem
1323,,Artiglio senza Prezzo,粉碎鐵屑拳,,스크랩레스 클로,Widerstandsfähige Klaue
1324,,Artiglio Animale,動物爪子,,애니멀 네일,Tiernagel
1325,,Affettanima,靈魂捕食者,,소울 쵸퍼,Seelenzerhacker
1326,,Hyper Infinity Cannon,高能無限加農炮,,하이퍼 무한 캐논,Unendliche Hyperkanone
1327,,Gancio Distrutto,終極毀滅炮,,디스트로이어드 훅,Zerstörter Haken
1328,,Chiave Inglese,耍猴戲,,원숭이 연극,Affenspiel
1329,,Fendente del Drago Divino,天龍斬破,,천룡참파,Göttlicher-Drachenschlag
1330,,Rush Distrutto,毀滅衝刺,,디스트로이드 러시,Zerstörter Sturm
1331,,Ouryuken Evoluto,究極戰刃王龍劍,,궁극전인왕룡검,Ultimatives Ouryuken
1332,,Bomba Miracolosa,奇蹟炸彈,,미라클 봄,Wunderbombe
1333,,Mickey Bullet,米奇強擊,Silent Bullet,미키 블릿,Flüsterkugel
1334,,Benedizione di fuoco,神祐火槍,Fury Fire,브레스 파이어,Wutfeuer
1335,,Penetrazione Divina,神裁穿刺,,디바인 피어스,Göttlicher Stich
1336,,Onda Protettiva,防護波,,프로텍트 웨이브,Schutzwelle
1337,,Perforazione Divina (Risveglio),神裁穿刺（覺醒）,,디바인 피어스(각성),Göttlicher Stich (Erw.)
1338,,Onda Protettiva (Risveglio),防護波（覺醒）,,프로텍트 웨이브(각성),Schutzwelle (Erw.)
1339,,Mickey Bullet (Risvegliato),米奇強擊（覺醒）,Silent Bullet (Awake),미키 블릿(각성),Flüsterkugel (Erw.)
1340,,Benedizione di fuoco (Risveglio),神祐火槍（覺醒）,Fury Fire (Awake),브레스 파이어(각성),Wutfeuer (Erw.)
1341,,Palla Veloce Infuocata,熱情搖滾魂,,록 혼,Feuriger Schnellball
1342,,Spirito Hard Rock,嗨爆搖滾魂,,하드록 혼,Hard-Rock-Geist
1343,,Cannone di Fiamme,重金屬火神炮,,헤비메탈 발칸,Flammenkanone
1344,,Spada Trascendente,暴龍劍,,그레이 소드,Graues Schwert
1345,,Cannone Supremo,加魯魯加農炮,,가루루 캐논,Überlegene Kanone
1346,,Sogno Infinito,無限之夢,,인피니티 드림,Unendlichkeitstraum
1347,,Sogno Infinito,無限之夢,,인피니티 드림,Unendlichkeitstraum
1348,,Venti Dive,二十連俯衝,,트웬티 다이브,Zwanziger-Tauchgang
1349,,Vantheon,旋斬尾刃,,밴션,Vantheon
1350,,Accecato,調和,,브링 데드,Geblendet
1351,,Zwei Glänze,雙重境界,,츠바이 그렌체,Zwei Glänze
1352,,Velocità della Stella Cadente,星光閃速,,스타라이트 베로시티,Sternenlichtverwirbelung
1353,,Lama del Re Drago,聖劍開端之刃,,성검 그레이달파,Klinge des Drachenkönigs
1354,,Soffio di Bolle,酸之泡,,산성 거품,Blasenpusten
1355,,Super Bolla Soffio,極酸之泡,,강력한 산성 거품,Super-Blasenpusten
1356,,Soffio di Bolle Appiccicose,黏性之泡,,점착성 거품,Haft-Blasenpusten
1357,,Sguardo Accigliato,眩光之眼,,글레어 아이,Starrendes Auge
1358,,Zanna Sorridente,微笑獠牙,,스마일 팡,Grinsezahn
1359,,Bolle,泡沫,,거품,Blasen
1360,,Morso,反噬,,물기,Biss
1361,,Bolle Elastiche,伸縮自如的泡泡,,신축성 있는 거품,Elastische Blasen
1362,,Fiore di Sapone,肥皂之花,,소프 플라워,Seifenblume
1363,,Bolle d'Aria,空氣之泡,,공기 거품,Luftblasen
1364,,Coda di Volpe,妖狐之尾,,꼬리치기,Fuchsschwanz
1365,,Bolle Velenose,毒之泡,,독 거품,Giftblasen
1366,,Graffio d'Unghia,釘之刻痕,,네일 스크래치,Nagelkratzer
1367,,Bomba di Formaggio,乳酪爆彈,,치즈 폭탄,Käsebombe
1368,,Artiglio Ninja,巖兔烈鬥,,엄토열두,Ninjaklaue
1369,,Alito Congelante,絕對冷凍氣,,코큐토스 브레스,Eisodem
1370,,Occhio della Gorgone,美杜莎之眼,,아이 오브 더 고곤,Gorgonen-Auge
1371,,Calcio Volante,飛踢,,플라잉 킥,Fliegender Tritt
1374,,Giostra Fulminante,皇家槍擊,,로얄 세이버,Blitz-Tjost
1375,,Scudo del Giusto,極樂淨土,,파이널 엘리시온,Schild der Gerechten
1376,,Digitalizzazione dell'Anima,數碼之魂,,디지터라이즈 오브 소울,Seelen-Digitalisierung
1377,,Mascherata a Spirale,螺旋華舞,,스파이럴 매스커레이드,Spiral-Maskerade
1378,,Pugno di Atena,急迫恐懼,,어전트 피어,Athenes Faust
3644,,Programma di Repulsione Attivato...,啟動擊退程式……,,격퇴 프로그램 기동…,Abwehrprogramm ein ...
3645,,Programma di Cancellazione Attivato...,啟動排除程式……,,배제 프로그램 기동…,Löschprogramm ein ...
3646,,20% Completato...,20%完成……,,20%완료…,20 % abgeschlossen ...
3647,,40% Completato...,40%完成…,,40%완료…,40 % abgeschlossen ...
3648,,80% Completato...,80%完成……,,80%완료…,80 % abgeschlossen ...
3649,,Completo al 100%.,100%完成,,100%완료,100 % abgeschlossen.
3650,,Completo al 100%.,100%完成,,100%완료,100 % abgeschlossen.
3651,,Pulizia,清除完成,,클린 업,Bereinigung
3652,,System-Update,系統升級,,시스템 업데이트,System-Update
3653,,System-Update,系統升級,,시스템 업데이트,System-Update
3654,,System-Update,系統升級,,시스템 업데이트,System-Update
3655,,System-Update,系統升級,,시스템 업데이트,System-Update
3656,,System-Update,系統升級,,시스템 업데이트,System-Update
3657,,System-Update,系統升級,,시스템 업데이트,System-Update
3658,,System-Update,系統升級,,시스템 업데이트,System-Update
3659,,System-Update,系統升級,,시스템 업데이트,System-Update
3660,,Ve lo farò vedere!,讓你見識我的決心！,,나의 진심을 보여주지!,Ich zeig’s dir!
3661,,Fuori dai piedi!,別來礙事……！,,방해하지 마…!,Aus dem Weg!
3662,,Fuori dai piedi!,別來礙事……！,,방해하지 마…!,Aus dem Weg!
3663,,Scompari!,消失吧……！,,사라져라…!,Verschwinde!
3664,,Fuga Furiosa,憤怒釋放,,분노의 방출,Zornige Flucht
3665,,Fuga Furiosa,憤怒釋放,,분노의 방출,Zornige Flucht
3666,,Consumando Tutto,吞噬一切,,모든 것을 먹어치워라,Alles verschlingen
3667,,Adulazione Vampirica,吸血鬼的蜜語,,흡혈귀의 감언,Vampirberührung
3668,,Ti stai divertendo?,來開心一下吧？,,즐겨보자고?,Amüsiert ihr euch?
3669,,Ti stai divertendo?,來開心一下吧？,,즐겨보자고?,Amüsiert ihr euch?
3670,,Non perderò!,怎麼能輸啊！,,질 수는 없어!,Ich verliere nicht!
3671,,Entusiasmo,激昂,,격앙,Spannung
3672,,Greee...,呻吟…,,신음하고 있다…,Aaargh ...
3673,,Spegnimento,停止活動,,활동 정지,Abschaltung
3674,,Mandato,號令,,호령,Vollmacht
3675,,Auto-Ripristino,自我修復,,자기회복,Selbstwiederherstellung
3676,,"Conto alla rovescia ""3""",倒數【3】,,카운트다운【3】,"Countdown, 3"
3677,,"Conto alla rovescia ""2""",倒數【2】,,카운트다운【2】,"Countdown, 2"
3678,,"Conto alla rovescia ""1""",倒數【1】,,카운트다운【1】,"Countdown, 1"
3679,,"Conto alla rovescia ""3""",倒數【3】,,카운트다운【3】,"Countdown, 3"
3680,,"Conto alla rovescia ""2""",倒數【2】,,카운트다운【2】,"Countdown, 2"
3681,,"Conto alla rovescia ""1""",倒數【1】,,카운트다운【1】,"Countdown, 1"
3682,,Conto alla rovescia interrotto,中止倒數,,카운트다운 중단,Countdown angehalten
3683,,Malfunzionamento,功能下降,,기능 저하,Fehlfunktion
3684,,Conto alla rovescia #1 Inizio,倒數Ⅰ開始,,카운트다운Ⅰ재개,Countdown-Start 1
3685,,Conto alla rovescia #2 Inizio,倒數Ⅱ開始,,카운트다운Ⅱ재개,Countdown-Start 2
3686,,Vuoi tornare a casa...,想要回去……,,돌아가고 싶어하고 있다…,Du willst nach Hause ...
3687,,Cambio Forma: Magia,構造變化【魔力型】,,구조변화(마법형),Gestalt: Magie
3688,,Cambio Forma: Distruzione,構造變化【殲滅型】,,구조변화(섬멸형),Gestalt: Zerstörung
3689,,Carica Memoria,讀取記憶,,로드 메모리,Erinnerung laden
3690,,Frammento Memoria,記憶碎片,,기억의 단편,Gedächtnisfragment
3691,,Carica Memoria,讀取記憶,,로드 메모리,Erinnerung laden
3692,,Frammento Memoria,記憶碎片,,기억의 단편,Gedächtnisfragment
3693,,Carica Memoria,讀取記憶,,로드 메모리,Erinnerung laden
3694,,Frammento Memoria,記憶碎片,,기억의 단편,Gedächtnisfragment
3695,,Carica Memoria,讀取記憶,,로드 메모리,Erinnerung laden
3696,,Frammento Memoria,記憶碎片,,기억의 단편,Gedächtnisfragment
3697,,Rilascia Memoria,釋放記憶,,릴리스 메모리,Erinnerung freigeben
3698,,"Riserva Energia 2",能源儲存槽【2】,,에너지 스톡【2】,"Energiereserve, 2"
3699,,"Riserva Energia 1",能源儲存槽【1】,,에너지 스톡【1】,"Energiereserve, 1"
3700,,"Riserva Energia 0",能源儲存槽【0】,,에너지 스톡【0】,"Energiereserve, 0"
3701,,Protetto...,被保護著……,,보호받고 있다……,Geschützt ...
3702,,Protetto...,被保護著……,,보호받고 있다…,Geschützt ...
3703,,Protezione Svanita!,保護無效了！,,보호가 사라졌다!,Schutz aufgehoben!
3704,,Auto-Ripristino,自我修復,,자기회복,Selbstwiederherstellung
3705,,Tekeli-li,泰克利．利,,테켈리-리,Tekeli-li
3706,,Maledizione,咒術,,주술,Fluch
3707,,Amore di Sorella Minore,妹妹的愛,,여동생의 사랑,Liebe: Kleine Schwester
3708,,Amore da Sorella Maggiore,姊姊的愛,,언니의 사랑,Liebe: Große Schwester
3709,,Normalizza,正常化,,정상화,Normalisieren
3710,,Ve lo farò vedere!,讓你看看我的決心！,,나의 진심을 보여주지!,Ich zeig’s dir!
3711,,"Lo userò, grazie.",讓我用用吧,,사용해보도록 하지,"Benutze ich, danke."
3712,,Terremoto Devastante III,地牛翻身Ⅲ,,어스퀘이크Ⅲ,Gewaltiges Erdbeben III
3713,,Matrice Divina,神之矩陣,,갓 매트릭스,Gottesmatrix
3714,,Overclock,超頻,,오버 클록,Übertaktung
3715,,Codice di Recupero,恢復編碼,,리커버리 코드,Rückgewinnungs-Code
3716,,Uni e Zeri,將一切分解成0跟1！,,모든 것이 0과 1로 분해된다!,Nullen und Einsen
3717,,Alito di Valore,武之呼吸,,무의 호흡,Atem der Tapferkeit
3718,,Difesa Speciale,特殊防禦程式,,특수 방어 프로그램,Spezialverteidigung
3719,,Dimenticando me stesso,正在喪失自我！,,넋을 잃고 있다!,Ich vergesse mich
3720,,Numero della Bestia,獸之數字,,짐승의 숫자,Zahl der Bestie
3721,,Alzare il Tetto,能力已上升！,,능력이 상승했다!,Voll aufdrehen
3722,,"Sei Azioni, Sei Potenziamenti",6次行動能提昇能力！,,6회 행동마다 능력이 상승한다!,Sechsmal Aktion und Boni
3723,,Re Immortale,不死之王,,불사의 왕,Unsterblicher König
3724,,Sorriso Dubbioso,妖豔的微笑著……,,야릇하게 미소짓고 있다…,Zweifelndes Lächeln
3725,,Giochiamo un po'...,來陪你玩一下吧……,,잠깐 놀아주마…,Lass uns spielen ...
3726,,Rigenerazione,播放,,재생,Regeneration
3727,,Cannone Distruttivo III,破壞加農Ⅲ,,디스트로이 캐논Ⅲ,Zerstörungskanone III
3728,,Freccia Gelida III,寒冰之箭Ⅲ,,아이스 아처리Ⅲ,Eisbogenschießen III
3729,,Colpo Pesante III,重度強襲Ⅲ,,헤비 스트라이크Ⅲ,Schwerer Schlag III
3730,,Ritorno al Potere,力之還原,,힘의 환원,Zurück an die Macht
3731,,Ritorno al Potere,力之還原,,힘의 환원,Zurück an die Macht
3732,,Ritorno al Potere,力之還原,,힘의 환원,Zurück an die Macht
3733,,Non ho ancora finito.,不會簡單結束的,,그냥 끝낼 수야 없지,Ich bin nicht fertig
3734,,Non sottovalutarmi!,可別小看我啊！,,얕보지 마라!,Unterschätz mich nicht!
3735,,Lascia fare a Lily,交給莉莉吧♪,,릴리에게 맡겨줘♪,Überlass es Lily
3736,,Lascia fare a Lily,交給莉莉吧♪,,릴리에게 맡겨줘♪,Überlass es Lily
3737,,Nessuna Inibizione,我不會手下留情,,봐주진 않겠다,Keine Hemmungen
3738,,Ci siamo.,做好準備吧,,각오해둬라,Los geht’s
3739,,Prova del Drago Sacro,聖龍試煉,,성룡의 시련,Heiliger-Drache-Prüfung
3740,,Processo del Drago Malvagio,邪龍試煉,,사룡의 시련,Böser-Drache-Prüfung
3741,,Prova del Drago Divino,神龍試煉,,신룡의 시련,Göttl.-Drache-Prüfung
3742,,Prestazioni,表演,,퍼포먼스,Leistung
3743,,Presa Finale,必殺技,,피니시 홀드,Endposition
4033,,Defrag Sistema,系統重組,,시스템 디플러그,System-Defragmentierung
4034,,Overclock,超頻,,오버클럭,Übertaktung
4035,,Codice di Recupero,數據修復代碼,,리커버리 코드,Rückgewinnungs-Code
4036,,Caffè di Kyoko (Arcobaleno),杏子的咖啡【彩虹色】,,쿄코의 커피(무지개색),Kyokos Kaffee (Reg.)
4037,,Il Gran Banchetto di Yuuko,悠子的滿漢全席,,유코의 만한전석,Yuukos Festmahl 
4038,,DVD: Drago Malvagio,DVD【黑道之龍】,,DVD(야쿠자의 용),DVD: Böser Drache 
4039,,Codice di Recupero Alto,高級數據修復代碼,,하이 리커버리 코드,Hoher-Rückgewinn.-Code
4040,,Overclock,超頻,,오버클럭,Übertaktung
4043,,Tarte Tatin di Erika,艾莉卡做的法式塔丁蘋果塔,,에리카의 수제 타르트 타탱,Erikas Tarte Tatin
4044,,Il Bento di Ryuji,龍司做的手工便當,,류지의 수제 도시락,Ryujis Bento 
4045,,Il Biscotto di Chitose,千歲給的中意餅乾,,치토세의 맛있는 사블레,Chitoses Keks
4046,,La torta al cioccolato di Yu,優做的手工巧克力蛋糕,,유우의 수제 가토 쇼콜라,Yus Schokokuchen
4047,,L'Omelette di Yuuko,悠子做的手工蛋包飯,,유코의 수제 오믈렛,Yuukos Omelett
4048,,Warabimochi di Fei,菲做的手工蕨餅,,페이의 수제 고사리 모치,Feis Warabimochi
4049,,Il panino di Date,伊達做的手工紅豆麵包,,다테의 수제 팥빵,Dates Brötchen
4050,,Latte di Matayoshi,又吉給的中意牛奶,,마타요시의 맛있는 우유,Matayoshis Milch
4051,,Kuzumochi di Nokia,諾奇雅做的手工葛餅,,노키아의 수제 쿠즈모치,Nokias Kuzumochi
4052,,La Carne di Agumon e Gabumon,亞古獸跟加布獸給的特製肉,,아구몬과 파피몬의 특제 고기,Fleisch (Ag. & Gab.)
4053,,Muffin di Arata,新給的中意瑪芬,,아라타의 맛있는 머핀,Aratas Muffin
4054,,Carne di Lillymon,花仙獸給的特製肉,,릴리몬의 특제 고기,Lillymons Fleisch
4055,,La Carne di Renamon,妖狐獸給的特製肉,,레나몬의 특제 고기,Renamons Fleisch
4056,,La Carne di Beelzemon,墮天地獄獸給的特製肉,,베르제브몬의 특제 고기,Beelzemons Fleisch
4057,,Carne di Leomon,獅子獸給的特製肉,,레오몬의 특제 고기,Leomons Fleisch
4058,,,,,,
4059,,Cannone Infinito,無限大炮,,∞캐논,Unendlichkeitskanone
6050,,Programma Repellente α,擊退程式―α,,격퇴 프로그램―α,Abwehrprogramm α
6051,,Programma Repellente β,擊退程式―β,,격퇴 프로그램―β,Abwehrprogramm β
6052,,Programma Repellente γ,擊退程式―γ,,격퇴 프로그램―γ,Abwehrprogramm γ
6053,,Programma Repellente δ,擊退程式―δ,,격퇴 프로그램―δ,Abwehrprogramm δ
6054,,Programma di Cancellazione α,排除程式―α,,배제 프로그램―α,Löschprogramm α
6055,,Programma di Cancellazione β,排除程式―β,,배제 프로그램―β,Löschprogramm β
6056,,Programma di Cancellazione γ,排除程式―γ,,배제 프로그램―γ,Löschprogramm γ
6057,,Programma di Cancellazione δ,排除程式―δ,,배제 프로그램―δ,Löschprogramm δ
6058,,Assalto Furioso,襲擊衝刺,,어설트 러시,Angriffssturm
6059,,Colpo a Ventaglio,擴散射擊,,스프레드 샷,Streuschuss
6060,,Perdita di Memoria,記憶外洩,,메모리 리크,Speicherverlust
6061,,Mondo Nostalgico,世界．鄉愁,,월드 노스탤직,Nostalgiewelt
6062,,Mondo Nostalgico,世界．鄉愁,,월드 노스탤직,Nostalgiewelt
6063,,Mondo Nostalgico,世界．鄉愁,,월드 노스탤직,Nostalgiewelt
6064,,Ain Soph Aur,無限之光,,아인 소프 오울,Ain Soph Aur
6065,,Paradiso Perduto,失樂園,,로스트 파라다이스,Verlorenes Paradies
6066,,Martello di Coda,尾部重鎚,,테일 해머,Schwanzhammer
6067,,Sogno Infinito,無限美夢,,인피니티 드림,Unendlichkeitstraum
6068,,Distruttore di Funghi,劇毒超蘑菇,,포이즌 스매쉬,Pilzzerstörer
6069,,Occhio della Gorgone,美杜莎之眼,,아이 오브 더 고곤,Gorgonen-Auge
6070,,Rivoluzione di Cristallo,水晶革命,,크리스탈 레볼루션,Kristallrevolution
6071,,Rivoluzione di Cristallo,水晶革命,,크리스탈 레볼루션,Kristallrevolution
6072,,Occhio della Gorgone,美杜莎之眼,,아이 오브 더 고곤,Gorgonen-Auge
6073,,Rivoluzione di Cristallo,水晶革命,,크리스탈 레볼루션,Kristallrevolution
6074,,Driver Vulcanico,火山驅動,,볼케닉 드라이버,Vulkantreiber
8021,,Abilità Test 1,測試用技能1,,테스트용 스킬1,Testfertigkeit 1
8022,,Abilità Test 2,測試用技能2,,테스트용 스킬2,Testfertigkeit 2
8023,,Abilità Test 3,測試用技能3,,테스트용 스킬3,Testfertigkeit 3
8024,,Abilità Test 4,測試用技能4,,테스트용 스킬4,Testfertigkeit 4
9001,,Resurrezione Perfetta,完美復活,,퍼펙트 리바이브,Perfekte Wiederbelebung
9002,,Spada del Re Drago,聖劍開端之刃,,성검 그레이달파,Klinge des Drachenkönigs
9003,,Bolle,泡泡,,거품,Blasen
9004,,Impulso del Drago,神龍衝擊,,드래곤 임펄스,Drachenstoß
1379,,Attacco Katana,居合刃,,이합도,Katana-Angriff
1380,,Lama Armatura Metallica,徹甲刃,,철갑도,Metallpanzerklinge
1381,,Lama del Drago Leggendaria,成龍刃,,성룡도,Legendäre Drachenklinge
1382,,Eiseiryuoujin,永世龍王刃,,영세용왕도,Eiseiryuoujin
1383,,Zona Oscura,黑暗領域,,다크니스 존,Dunkle Zone
